cenario_id,linha,modo,Idade,TPC,Volume,DB_SGF,Kappa,pct_A,pct_B,pct_C,pct_D,pct_MG
QM-PART01,44,A,6.63998872959889,104.592989410293,9280.71,503.2381153273834,17.12035868569543,0.2895058675467718,0.1481072030049425,0.270241177668519,0.0,0.2921457517797669
QM-PART01,45,A,6.887542547666961,47.88424045389475,7898.16,480.6063183576934,15.2946535048979,0.3281169284998025,0.0,0.3725842474702969,0.0,0.2992988240299007
QM-PART01,46,A,5.908281730958344,82.50458491209113,8440.18,495.811136942577,18.32815863173223,0.2554388650479018,0.2766576068282904,0.200635531469708,0.2672679966540998,0.0
QM-PART01,47,A,8.934258175955247,80.59835031472683,10104.0,491.2825789509105,,0.3184679334916865,0.3741161916072842,0.0,0.0,0.3074158749010293
QM-PART01,48,A,6.09669202886851,51.74050648401871,8130.76,492.3148405069145,15.84223650530236,0.0,0.3084963767224712,0.2185121686041649,0.3040084813719751,0.1689829733013888
QM-PART01,49,A,7.204359766568304,92.58422815984,9055.68,487.0617028124889,16.80454548388613,0.4408117336301636,0.2136747323226969,0.0,0.0,0.3455135340471395
QM-PART01,50,A,8.281710355084588,103.1476292879922,7256.059999999999,481.0979136768834,16.12425831099829,0.6518137942630022,0.0,0.0,0.0,0.3481862057369978
QM-PART01,51,A,6.13729373447646,63.94988652676378,7307.45,488.0843050859055,15.94942419086019,0.0,0.3006096517937174,0.594010222444218,0.0,0.1053801257620647
QM-PART01,52,A,7.173176702694528,72.96319623910647,8088.37998,495.3164685579391,17.40680007735262,0.0700233917546489,0.5627681255400169,0.0,0.0082467465876893,0.3589617361176447
QM-PART01,53,A,6.627277763566417,83.07341595796846,10217.09,491.8369300750018,17.63483878246347,0.7435297134506987,0.0,0.0,0.0,0.2564702865493012
QM-PART01,54,A,6.145339978995011,86.05387974342584,8557.37,495.8642251182314,15.20132442387826,0.2316739839460021,0.0,0.4961582822759797,0.0,0.2721677337780183
QM-PART01,55,A,6.431815055252484,42.19629859145294,9647.53,500.8916851048921,11.78184457232622,0.5362730149582328,0.0789445588663626,0.2621572568315413,0.0,0.1226251693438631
QM-PART01,56,A,6.724414640438334,75.65281800429516,6672.63,480.1672686032344,16.09145723880924,0.7947361085509013,0.0301979878998236,0.0,0.0,0.1750659035492752
QM-PART01,57,A,5.42919420081987,44.50523150495953,12127.17,475.1220133963653,16.71840708723505,0.6743230283734787,0.0,0.1765514955261615,0.0,0.1491254761003598
QM-PART01,58,A,7.227691219513357,38.31282557814865,8989.470000000001,501.7008034511489,16.99242786086579,0.6370219823860583,0.0,0.132430499239666,0.0,0.2305475183742757
QM-PART01,59,A,6.985788715764551,76.76060211024323,8915.56,499.305289538739,17.11808563384044,0.2718157917169533,0.3685971492536644,0.0,0.0,0.3595870590293823
QM-PART01,60,A,5.449092280365558,20.19094940937265,9888.92,474.0724818584841,15.4393069986877,0.902358397074706,0.0,0.0,0.0,0.0976416029252941
QM-PART01,61,A,5.739456132648926,49.24854663382088,10063.19,466.8437628525348,15.11347208148629,0.7662301914204144,0.0,0.1123808653120929,0.0,0.1213889432674927
QM-PART01,62,A,7.064561604829701,43.74572195469779,10518.25,485.5726505264659,14.50700055944006,0.1848415848644024,0.6604302046443088,0.0,0.0,0.154728210491289
QM-PART01,63,A,5.890341633888291,52.35334354289788,8753.23,469.3555218473638,14.51965117257426,0.3372606454988616,0.0,0.6627393545011384,0.0,0.0
QM-PART01,64,A,5.767404553419539,43.29978857637299,8887.37,497.463072228717,16.50523489393969,0.5124688181092943,0.3233352499108285,0.0,0.0,0.1641959319798771
